anchor,positive,negative
embeddings_train_data\topwear\anchor\f36bdeb814285bbd1f5828491c7084ea.jpg,embeddings_train_data\topwear\positive\33cc0d1e9b7b4eb4fb7c91ab4781fa84.jpg,embeddings_train_data\topwear\positive\c77a19019ad2acf7641b9672fa1b7125.jpg
embeddings_train_data\topwear\anchor\f36bdeb814285bbd1f5828491c7084ea.jpg,embeddings_train_data\topwear\positive\92668aaba5e57324ba304d1fe7bf4682.jpg,embeddings_train_data\topwear\positive\5a60f50760608986e12a53073e0f4dea.jpg
embeddings_train_data\topwear\anchor\f922833a5b10c3464784b7eb77dc710f.jpg,embeddings_train_data\topwear\positive\2acb6022938c4862675673c1812ba626.jpg,embeddings_train_data\topwear\positive\c0d4444ed36b7e9d66dcd71593e7b7a9.jpg
embeddings_train_data\topwear\anchor\fc0eeedc73d03f4fc2018f0f8da89ed5.jpg,embeddings_train_data\topwear\positive\79fe48b3ace0ae5bfeb28990289af266.jpg,embeddings_train_data\topwear\positive\57395167abaee486c9bd2610d1f3dca9.jpg
embeddings_train_data\topwear\anchor\ff17125b1d1e34b1efaf7ee1435acab0.jpg,embeddings_train_data\topwear\positive\eb5ac4068525e9aeab65074a1a4fedb1.jpg,embeddings_train_data\topwear\positive\54e5b9ef2eb3b6d7a2cedafa93852afc.jpg
embeddings_train_data\topwear\anchor\0275129e0649678f5e53f3c5fe9db73c.jpg,embeddings_train_data\topwear\positive\155471b06258d1780631edba4ad75015.jpg,embeddings_train_data\topwear\positive\73d3557bce185d163168f3bd40454b3a.jpg
embeddings_train_data\topwear\anchor\06ee75d383391cf51ef33d9523462a1c.jpg,embeddings_train_data\topwear\positive\2b848ee777cfc514e9b0d1302e419845.jpg,embeddings_train_data\topwear\positive\698377efffcefd064fd224a9d0dd8f01.jpg
embeddings_train_data\topwear\anchor\0878c766bab03050c5f90e5724953b2b.jpg,embeddings_train_data\topwear\positive\75e9b460b16e83e58aaf72358f4f5e8b.jpg,embeddings_train_data\topwear\positive\0ea31b22674927ceb88b2414307f562a.jpg
embeddings_train_data\topwear\anchor\09adc5352aba8f49f5724763c1ea389f.jpg,embeddings_train_data\topwear\positive\3fb81017548db318a6493f8060a646d2.jpg,embeddings_train_data\topwear\positive\ac569133e8bc6f91554d6100d84564fd.jpg
embeddings_train_data\topwear\anchor\11f61067c717b18a50d7d2275a2a3e32.jpg,embeddings_train_data\topwear\positive\d14cfc82816eeffc4118323bf81883ea.jpg,embeddings_train_data\topwear\positive\9b83733994f3dceb876a880585726ac0.jpg
embeddings_train_data\topwear\anchor\1504f0ee8eac98b967152ea86e7b2d78.jpg,embeddings_train_data\topwear\positive\bb494927f2b050e4cdc57ed275c52727.jpg,embeddings_train_data\topwear\positive\d77a7aa0f91d166c7be454aa68918336.jpg
embeddings_train_data\topwear\anchor\1504f0ee8eac98b967152ea86e7b2d78.jpg,embeddings_train_data\topwear\positive\e3c50234c0010b202976222d750a377f.jpg,embeddings_train_data\topwear\positive\0c3f698b0b3b7bd61ef5018fc1ea45d0.jpg
embeddings_train_data\topwear\anchor\1603062d5ea91ef1a3f9cb5888ffe592.jpg,embeddings_train_data\topwear\positive\dffcec981047cb1d9203d7e296e10cdd.jpg,embeddings_train_data\topwear\positive\67790121aff6cba5e84b31a398babd88.jpg
embeddings_train_data\topwear\anchor\18ef168b8e4756ef9fe5ad42e43019bf.jpg,embeddings_train_data\topwear\positive\6476e60b1c293a27857aa887d8ea8eeb.jpg,embeddings_train_data\topwear\positive\73e1a309916213b91206ac27ea03b5e0.jpg
embeddings_train_data\topwear\anchor\1954deae30c1437c65269d5eba6852e2.jpg,embeddings_train_data\topwear\positive\6933fe0f9afcfeefb2a0100205ca358a.jpg,embeddings_train_data\topwear\positive\34703b3f3d2e6d4f278a005629d3d203.jpg
embeddings_train_data\topwear\anchor\1954deae30c1437c65269d5eba6852e2.jpg,embeddings_train_data\topwear\positive\d17b9fea6ae2f4a8a33ec330ba2185db.jpg,embeddings_train_data\topwear\positive\a40fad97775803b37ee310046a4c8da9.jpg
embeddings_train_data\topwear\anchor\1f5a9972985495238e9e3aac33976e13.jpg,embeddings_train_data\topwear\positive\82b0f6f6068b8d81bc8bc15146fad62f.jpg,embeddings_train_data\topwear\positive\9f87bd241110c6a6836c8d2ec4d1d0ab.jpg
embeddings_train_data\topwear\anchor\228947d3519a460397fbc57fe0485930.jpg,embeddings_train_data\topwear\positive\4ed3914f5375da547bdeec8aabc16975.jpg,embeddings_train_data\topwear\positive\1c25f3f2f739cc2b2dcf15020c7bf102.jpg
embeddings_train_data\topwear\anchor\255d656d0b1c674ac49ab426a06e6663.jpg,embeddings_train_data\topwear\positive\f42fddf25f1c23144d6fd90e22a3bc73.jpg,embeddings_train_data\topwear\positive\4255a0a0ac23ce8b79dee24cc6c06e19.jpg
embeddings_train_data\topwear\anchor\25c4eba2e02973f4ce087d291b1d8807.jpg,embeddings_train_data\topwear\positive\b376df6653465175421e5e14ef839ec1.jpg,embeddings_train_data\topwear\positive\a1dbda1b0c06bc4e5822be7cb6dd2934.jpg
embeddings_train_data\topwear\anchor\2c70f6a9e2a4f90fcddeec99dce4f950.jpg,embeddings_train_data\topwear\positive\868c04a2ac6948036547b899af3a8edb.jpg,embeddings_train_data\topwear\positive\f45edfb8e12879fe808d2d99be22d77f.jpg
embeddings_train_data\topwear\anchor\2d9a0a1bbd9000234f59c6b75a82e49c.jpg,embeddings_train_data\topwear\positive\653a104019e41f800633faa7735fc183.jpg,embeddings_train_data\topwear\positive\b6a53a5455bae244eea79db51fefa92e.jpg
embeddings_train_data\topwear\anchor\2ed3802e39b0f58178cad68d9d6677c1.jpg,embeddings_train_data\topwear\positive\ecaeb2b3437c06469df3d3e5758fda34.jpg,embeddings_train_data\topwear\positive\f0f7c387fb4e15d759f4f01a260237e0.jpg
embeddings_train_data\topwear\anchor\32ca9b22889f5b6c2f3df87e8570b6a8.jpg,embeddings_train_data\topwear\positive\c39f9cd1c66d174b346af7545df17b45.jpg,embeddings_train_data\topwear\positive\2b84f5b410e8c76fcb392b3cab709679.jpg
embeddings_train_data\topwear\anchor\32ca9b22889f5b6c2f3df87e8570b6a8.jpg,embeddings_train_data\topwear\positive\630a019b363387b262d6845190986de3.jpg,embeddings_train_data\topwear\positive\bf4ca69a818a9d750507a598b13ebf1d.jpg
embeddings_train_data\topwear\anchor\32ca9b22889f5b6c2f3df87e8570b6a8.jpg,embeddings_train_data\topwear\positive\5d0b91fb353f055a92a8a9817b7d2830.jpg,embeddings_train_data\topwear\positive\2eb37664970d0fe8d5042e7d9dbe8214.jpg
embeddings_train_data\topwear\anchor\34eb9ac161293f5e5052aafa952cd94a.jpg,embeddings_train_data\topwear\positive\4a8abdd89dbe8eb200c07a3fdc97d7aa.jpg,embeddings_train_data\topwear\positive\ae46bc076b690228f3e2f6c149c14ec1.jpg
embeddings_train_data\topwear\anchor\3f3f901ac5ae6c4ccf0e6a337458b65b.jpg,embeddings_train_data\topwear\positive\77a338b060f780a096cdc58133efd631.jpg,embeddings_train_data\topwear\positive\7e4d4b28a1eaa63c36fd1a2867260817.jpg
embeddings_train_data\topwear\anchor\3f4bd2bc90f85078642c1f6ca09a3137.jpg,embeddings_train_data\topwear\positive\ec3d4ebe7cc10eddacac83d0efd92366.jpg,embeddings_train_data\topwear\positive\15e0b438d5981996f11e8f6ef93ec690.jpg
embeddings_train_data\topwear\anchor\3f4bd2bc90f85078642c1f6ca09a3137.jpg,embeddings_train_data\topwear\positive\56a8de303c996b60690dc0aa9281ba05.jpg,embeddings_train_data\topwear\positive\fae480a1633eca756bfe14aa3b1c3d8f.jpg
embeddings_train_data\topwear\anchor\3f4bd2bc90f85078642c1f6ca09a3137.jpg,embeddings_train_data\topwear\positive\f5b40de532cd653d2208995151c17842.jpg,embeddings_train_data\topwear\positive\05265c207967a5bbb5923b41897c9da1.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\ece0dceccc6e837070d7b19e5af79e12.jpg,embeddings_train_data\topwear\positive\8034b71193c22328066c6d4e569fd8e6.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\c08acb20c6530bc57a24597e9a203293.jpg,embeddings_train_data\topwear\positive\f989eccfb8fa952f058125c7e34ef696.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\9ba0b45dfccb8034e3e8f7970bdaf937.jpg,embeddings_train_data\topwear\positive\971cb6c4626a8624985a32ed19904f1d.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\4ac02b26385b11538503ade60030a33d.jpg,embeddings_train_data\topwear\positive\680999f94ecc558d6cdb8e48d7be1910.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\379d369e6c7f8b7babdba6a36c1c04a9.jpg,embeddings_train_data\topwear\positive\00edbe7d79026fed027644d0824eade2.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\5b3698a780d143a719d6532223857720.jpg,embeddings_train_data\topwear\positive\b454e467ed1aedba97a08e617209e32c.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\453252230d52432fd31798e9c6c760db.jpg,embeddings_train_data\topwear\positive\7dff801e0af35a1a70b4ae49c7fd1969.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\afc5cd321dddcda004d538588f08ac8d.jpg,embeddings_train_data\topwear\positive\ecdb3278d80a5a848708575e44cc1e04.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\b70c8dd1e995bb4c37b8057355a51ae6.jpg,embeddings_train_data\topwear\positive\168853186f017ab4304ddf011e070881.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\795476ca7cbd146032ee94e12ce632e1.jpg,embeddings_train_data\topwear\positive\ec39eae6af58c5aa57a10c6175df5b1e.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\92ef2358545ccf566011470b9aaa4766.jpg,embeddings_train_data\topwear\positive\f91c6c858afd100ce292f84461860318.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\42174bb33154ed07382cff20d2f8ec89.jpg,embeddings_train_data\topwear\positive\4ed3914f5375da547bdeec8aabc16975.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\b2375e0b60bc188ba7ef46f37d8a63dd.jpg,embeddings_train_data\topwear\positive\76cde33288d063488cfd1bdb93acdaad.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\173f3bc7cf6992522d5f24c5caa67f07.jpg,embeddings_train_data\topwear\positive\5a66e4a087c397339908eb1385c5d59b.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\a6d931a944597f71f4a51c3f1fd836cb.jpg,embeddings_train_data\topwear\positive\301de4fe6b73f98bccf07195e4a2cf4b.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\1cfdd166a5e34bede025b5aa9fd23188.jpg,embeddings_train_data\topwear\positive\ebe94cc01d4539852dac316869bedebd.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\a78a9609b479f1e22a098579bf3d2607.jpg,embeddings_train_data\topwear\positive\e805e895b91950241c3cbcbcb76eb38e.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\126b413f670caf57e1330402b9c889d8.jpg,embeddings_train_data\topwear\positive\21326338d401084ce8941fe180742808.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\cf3d21caf2703af4750df2cc0b7a6e55.jpg,embeddings_train_data\topwear\positive\fe7c43692fe390e010864c13c9958c58.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\69fcb4cbb06a76478f8188cb6d637b2c.jpg,embeddings_train_data\topwear\positive\62195ccf4a01b82685ab1d9190433aba.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\c70aa16804dd8f8b5197466acf2bca2f.jpg,embeddings_train_data\topwear\positive\66232e09f57aa33ed81e602eb87c44fb.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\4cbcc4bb0081d9555c23629633d04b21.jpg,embeddings_train_data\topwear\positive\e5cf9d49326307f7c485945b9c71efcd.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\526d534eb4910aa077a90bc5f974cd8c.jpg,embeddings_train_data\topwear\positive\094a765ecd316238bd053e1a55907122.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\015f23ff1085e0609129e892e2a19a8f.jpg,embeddings_train_data\topwear\positive\51a8ffca518960d38dcb8a7f4da70113.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\c1e33bc205327432d225c5a8acbc64c0.jpg,embeddings_train_data\topwear\positive\b027d8137e0d1039056af0505adf052d.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\02d197204400552ce567b68bf28b0fae.jpg,embeddings_train_data\topwear\positive\42e47801ab1baf73a8eab1dd1eaa43b0.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\68954eadba84bf2a3c962ef0526d9260.jpg,embeddings_train_data\topwear\positive\17c4333a887433d816624a86f0f22ce4.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\1a16ee8e0722c8e11d75baa5b13d8fbc.jpg,embeddings_train_data\topwear\positive\f05d3678b604640bc3c217f5f544bf2b.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\9763e6b473dfcc1087bd84febd6da2bb.jpg,embeddings_train_data\topwear\positive\9ac26426fa1bea30a2c7be1d8e168b97.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\a4514bc54d6df4f2aecf76d07ee37b10.jpg,embeddings_train_data\topwear\positive\37d8badba5502f4f0dabf63d982e33c6.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\622e21ff3a2a778490737ecc577afbcf.jpg,embeddings_train_data\topwear\positive\02dfcda1028a763bf4f1d8572003624d.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\ba528824adf5a2eb2c5f9dbce560a841.jpg,embeddings_train_data\topwear\positive\0aba9fb610db58dc142745fe27a64642.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\f3aa76a329e30c4e6f7d685ddd25b03d.jpg,embeddings_train_data\topwear\positive\b167d22711698fe6eb3fbfae0c5de1bc.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\2042706a4dc6e722e55c82967bbfbbc8.jpg,embeddings_train_data\topwear\positive\37d8badba5502f4f0dabf63d982e33c6.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\534176b5d12db96f6102e752e6f0dfff.jpg,embeddings_train_data\topwear\positive\d8757ade8d62e1b11b44669173ff1e15.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\ecca927fec0092d06efc3d95dd04a9c6.jpg,embeddings_train_data\topwear\positive\56825ee3d83db86b8a3541d4884c4c5c.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\1ec5d068750e84f9f893b7dd838ee164.jpg,embeddings_train_data\topwear\positive\472db2a434ca5043b1640329ccb70920.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\f4190c07d7c238ec451434dc66657a2b.jpg,embeddings_train_data\topwear\positive\abd27e4262ef188ee1e6697890159b1e.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\7f20acafd77b7275a807c317eff1d713.jpg,embeddings_train_data\topwear\positive\70853706cbb4558ab64b977f6cd01bd0.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\70a108ac03f8186c0b59a564796464a6.jpg,embeddings_train_data\topwear\positive\801007aa37f4a648ac84acd5a07277c8.jpg
embeddings_train_data\topwear\anchor\408e4e7afd546e91ca81cfad71661a11.jpg,embeddings_train_data\topwear\positive\d36f7bd720f3c21f26f8b2c96f082143.jpg,embeddings_train_data\topwear\positive\2d54e49efb540d79a5393db87240ea1b.jpg
embeddings_train_data\topwear\anchor\5b2a27bace88eeb983c3b9a6f5e66f83.jpg,embeddings_train_data\topwear\positive\62c96c7cb814b20311aaac5f32072248.jpg,embeddings_train_data\topwear\positive\9dd9f4d942ba25eb2c923c00c7c20181.jpg
embeddings_train_data\topwear\anchor\5b2a27bace88eeb983c3b9a6f5e66f83.jpg,embeddings_train_data\topwear\positive\2a268d46724aeedda6761ac21b9a0966.jpg,embeddings_train_data\topwear\positive\dd668fbdb11602c61b97cdf820226cca.jpg
embeddings_train_data\topwear\anchor\5dee54bd93bd3092956fb7616824ace0.jpg,embeddings_train_data\topwear\positive\2050aa7e2887bc16d3c2b3ef6b183f16.jpg,embeddings_train_data\topwear\positive\d77b4ae5ce4fd8c6aca3ec9e88ccba53.jpg
embeddings_train_data\topwear\anchor\61c28ea97128258f392e3a1403a2ea49.jpg,embeddings_train_data\topwear\positive\7083686e10260dd8a84a37aef863a159.jpg,embeddings_train_data\topwear\positive\b62b391347d53fcc30e402c5a4ba263d.jpg
embeddings_train_data\topwear\anchor\6552249f9675b0707a57b13aa964ff0c.jpg,embeddings_train_data\topwear\positive\69eaa6fb186d86a0038efdda91238c1b.jpg,embeddings_train_data\topwear\positive\ee319508b90ad277d4d3b27c2beaef0c.jpg
embeddings_train_data\topwear\anchor\6552249f9675b0707a57b13aa964ff0c.jpg,embeddings_train_data\topwear\positive\5445b90dcd7fcbba9e7d66fbf46494da.jpg,embeddings_train_data\topwear\positive\ea46e29f03759bc811400c33daf3c79f.jpg
embeddings_train_data\topwear\anchor\6552249f9675b0707a57b13aa964ff0c.jpg,embeddings_train_data\topwear\positive\70e84e69a094d593c0e48622fc64da7c.jpg,embeddings_train_data\topwear\positive\30ddf217e9b75af29aea6c242af5b7d3.jpg
embeddings_train_data\topwear\anchor\6552249f9675b0707a57b13aa964ff0c.jpg,embeddings_train_data\topwear\positive\8d1ae4d68657affd75b4b526230d99df.jpg,embeddings_train_data\topwear\positive\08ba6857bb1f1672f58c00db55e64427.jpg
embeddings_train_data\topwear\anchor\65b5d104c3e4c10d4e2016f04415e761.jpg,embeddings_train_data\topwear\positive\aa47c9e4a1c321b71f41b2103320e410.jpg,embeddings_train_data\topwear\positive\ce1c9eed3dfc2f6a1451088ab3647429.jpg
embeddings_train_data\topwear\anchor\70bac133b28f7bcd9b6f2ea7e0cbd520.jpg,embeddings_train_data\topwear\positive\2bc0e12a175f5b91cebb5c8db3e7afa5.jpg,embeddings_train_data\topwear\positive\92103b87d736b516ff053ade513cfa59.jpg
embeddings_train_data\topwear\anchor\70bac133b28f7bcd9b6f2ea7e0cbd520.jpg,embeddings_train_data\topwear\positive\d1bdb2509ca891c0028d3fc2e3c1fb6c.jpg,embeddings_train_data\topwear\positive\a02ebbbb3120faf87be13819fda60c4b.jpg
embeddings_train_data\topwear\anchor\70bac133b28f7bcd9b6f2ea7e0cbd520.jpg,embeddings_train_data\topwear\positive\5f1840cea2fccdc070655f57d364fac1.jpg,embeddings_train_data\topwear\positive\c9de3eb0da97233687067f87de58d6e2.jpg
embeddings_train_data\topwear\anchor\83e0fb5daa448cbb7c877ab6d957eb4b.jpg,embeddings_train_data\topwear\positive\08f2c48732531aa87b589a25c2fe514b.jpg,embeddings_train_data\topwear\positive\8d65c88511a93fd09b37646fbc0c9dec.jpg
embeddings_train_data\topwear\anchor\83e0fb5daa448cbb7c877ab6d957eb4b.jpg,embeddings_train_data\topwear\positive\1ef753e5d84801fa4d4a384387d0945a.jpg,embeddings_train_data\topwear\positive\0080d412a8fcd09e5c3222a9e6e83cf9.jpg
embeddings_train_data\topwear\anchor\83e0fb5daa448cbb7c877ab6d957eb4b.jpg,embeddings_train_data\topwear\positive\e892a094f3f97e299f2b0efb5807af0e.jpg,embeddings_train_data\topwear\positive\6b2c33793de1b9e39e9fc702004395a8.jpg
embeddings_train_data\topwear\anchor\83e0fb5daa448cbb7c877ab6d957eb4b.jpg,embeddings_train_data\topwear\positive\f1027441492a5ec1f3085bd27070d4e9.jpg,embeddings_train_data\topwear\positive\8273aafe283c286b1333fe8901f8ddcc.jpg
embeddings_train_data\topwear\anchor\83e0fb5daa448cbb7c877ab6d957eb4b.jpg,embeddings_train_data\topwear\positive\9b2071a5a788e56d908957b044b2e32e.jpg,embeddings_train_data\topwear\positive\99b9102ad344e01e69d6f918e851462b.jpg
